Distance,Time,Alpha
1018.0007661928985,0.2319023609161377,0.98
1148.1595924834014,0.2213430404663086,0.98004
1011.6858804092008,0.1789383888244629,0.9800800000000001
1035.477167799909,0.24899864196777344,0.9801200000000001
953.6757112360768,0.20727944374084473,0.9801600000000001
1254.7493556066524,0.1977534294128418,0.9802000000000002
1103.025411750917,0.3005952835083008,0.9802400000000002
1046.0561235602759,0.28458428382873535,0.9802800000000003
991.6166176431818,0.23917889595031738,0.9803200000000003
1011.6500853801433,0.2565174102783203,0.9803600000000003
963.9798139991169,0.33077430725097656,0.9804000000000004
981.3726806277646,0.4608471393585205,0.9804400000000004
1073.6390060340593,0.27071213722229004,0.9804800000000005
907.0806285107165,0.3347742557525635,0.9805200000000005
1049.0598803697021,0.2871556282043457,0.9805600000000005
1060.7277015486166,0.26869893074035645,0.9806000000000006
903.892825904737,0.4548003673553467,0.9806400000000006
1034.2574639677862,0.2606840133666992,0.9806800000000007
1023.8420196789784,0.42933082580566406,0.9807200000000007
1114.245077649271,0.22500944137573242,0.9807600000000007
1007.2269948031867,0.1903383731842041,0.9808000000000008
1084.252746439819,0.21828746795654297,0.9808400000000008
1027.2128647929446,0.337113618850708,0.9808800000000009
1060.6497207393952,0.2721879482269287,0.9809200000000009
1095.5341768569244,0.19244837760925293,0.9809600000000009
935.1064280332655,0.386643648147583,0.981000000000001
1079.432857513378,0.27493810653686523,0.981040000000001
954.2971456992793,0.2234504222869873,0.9810800000000011
1071.363544201091,0.23428750038146973,0.9811200000000011
988.681858182329,0.24455690383911133,0.9811600000000011
1120.155259307579,0.26129794120788574,0.9812000000000012
1138.161082462859,0.22864556312561035,0.9812400000000012
1040.9436944048803,0.17735815048217773,0.9812800000000013
1033.5730518994685,0.28772759437561035,0.9813200000000013
996.6229715877437,0.4319169521331787,0.9813600000000013
937.4551236005154,0.26616954803466797,0.9814000000000014
1056.5754397881783,0.17392444610595703,0.9814400000000014
1125.4377608694201,0.2034168243408203,0.9814800000000015
974.2831287160502,0.3099653720855713,0.9815200000000015
1020.7501015371158,0.1844015121459961,0.9815600000000015
1066.471010316104,0.255002498626709,0.9816000000000016
984.2490588759663,0.3309214115142822,0.9816400000000016
1054.1496821378873,0.2388298511505127,0.9816800000000017
1059.6188951911713,0.24356603622436523,0.9817200000000017
1136.2732830599139,0.11591196060180664,0.9817600000000017
1072.6881123783746,0.2435014247894287,0.9818000000000018
1001.9128340657921,0.24382281303405762,0.9818400000000018
1129.7468052522966,0.3771047592163086,0.9818800000000019
949.95200195002,0.39752197265625,0.9819200000000019
1098.5905109497853,0.23507475852966309,0.9819600000000019
1085.268363087604,0.31219482421875,0.982000000000002
1088.8360318933828,0.14838838577270508,0.982040000000002
929.0927844296918,0.3502614498138428,0.9820800000000021
1121.669556201038,0.17840313911437988,0.9821200000000021
1046.8091943658558,0.2172534465789795,0.9821600000000021
1012.0809183489223,0.24096131324768066,0.9822000000000022
941.109816411245,0.23824810981750488,0.9822400000000022
1073.1302757488536,0.18828392028808594,0.9822800000000023
988.5786123538576,0.3041555881500244,0.9823200000000023
1012.5118378409122,0.254183292388916,0.9823600000000023
996.8096807237972,0.3414442539215088,0.9824000000000024
1032.577932235275,0.31410741806030273,0.9824400000000024
948.1025193060763,0.30251502990722656,0.9824800000000025
1120.3915351890707,0.2597174644470215,0.9825200000000025
991.6651983451382,0.2649271488189697,0.9825600000000025
1029.8598159640644,0.25908493995666504,0.9826000000000026
962.5160984733981,0.32465028762817383,0.9826400000000026
999.116476101088,0.2243671417236328,0.9826800000000027
977.5451358740092,0.35563158988952637,0.9827200000000027
1079.5412690011528,0.13871169090270996,0.9827600000000027
963.4318253771685,0.3024423122406006,0.9828000000000028
1056.864747259053,0.2370920181274414,0.9828400000000028
966.9017366139409,0.27137112617492676,0.9828800000000029
